用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,其他,医院,地下,山区,电梯,道路,其他.1
68,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,9.0,1.0,24.0,24.0,欧珀,PEGM00,20.0,24.0,0.0,45.0,1.0,4520690.0,4520690.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
69,6.0,8.0,8.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,11.89,1.0,10.0,10.0,华为,BKK-AL00,21.89,10.0,0.0,70.0,1.0,74002.0,74002.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
70,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,213.0,213.0,苹果,iPhone 8 A1863,21.0,213.0,0.0,210.0,1.0,22021066.0,22021066.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
71,9.0,6.0,9.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,146.0,146.0,欧珀,OPPO A37m,39.0,146.0,0.0,133.0,1.0,9102582.0,9102582.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
72,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,369.0,369.0,苹果,A2644,97.9,369.0,0.0,410.0,1.0,11650036.0,11650036.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
73,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,27.0,27.0,步步高,V2054A,0.0,27.0,0.0,169.0,1.0,19452886.0,19452886.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
74,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,25.0,25.0,步步高,V2121A,26.0,25.0,0.0,29.0,1.0,14865.0,14865.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
75,8.0,8.0,7.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,170.0,170.0,小米科技,M2011K2C,32.25,170.0,0.0,91.0,1.0,12927019.0,12927019.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
76,9.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,314.0,314.0,华为,NZA-AL00,60.0,314.0,0.0,244.0,1.0,23587433.0,23587433.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
77,8.0,3.0,8.0,8.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,47.0,47.0,小米科技,M2010J19SC,19.95,47.0,0.0,102.0,1.0,1789765.0,1789765.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
78,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,126.0,126.0,欧珀,PDVM00,35.0,126.0,0.0,158.0,1.0,21302993.0,21302993.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
79,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,1.0,149.0,149.0,欧珀,PADM00,60.0,149.0,0.0,274.0,1.0,3510610.0,3510610.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
80,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,134.0,134.0,步步高,V2073A,54.42,134.0,0.0,419.0,1.0,46943240.0,46943240.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
81,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,155.0,155.0,华为,LND-AL40,49.0,155.0,0.0,317.0,1.0,1156948.0,1156948.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,828.0,828.0,苹果,A2108,48.1,828.0,0.0,361.0,1.0,4984144.0,4984144.0,否,二星,0.0,1,-1,-1,-1,-1,-1,1
83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,95.8,1.0,512.0,512.0,苹果,iPhone 6 A1586,178.04,512.0,0.0,188.0,1.0,2392221.0,2392221.0,否,银卡,0.0,1,-1,-1,-1,-1,-1,1
84,10.0,8.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,138.54,是,30.0,1.0,205.0,205.0,苹果,A2298,91.59,205.0,0.0,262.0,1.0,55043160.0,55043160.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
85,1.0,1.0,2.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,408.0,408.0,欧珀,PCNM00,68.45,408.0,0.0,315.0,1.0,5723713.0,5723713.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
86,10.0,8.0,10.0,7.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,22.0,22.0,苹果,A2223,50.0,22.0,0.0,164.0,1.0,19051574.0,19051574.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
87,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,100.0,100.0,步步高,V1824A,41.95,100.0,0.0,143.0,1.0,24146867.0,24146867.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
88,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,1.0,625.0,625.0,步步高,V1990A,34.27,625.0,0.0,460.0,1.0,11695462.0,11695462.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,128.0,128.0,华为,FRD-AL00,40.47,128.0,0.0,24.0,1.0,440082.0,440082.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
90,10.0,9.0,9.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,176.0,176.0,步步高,V1838A,58.0,176.0,0.0,128.0,1.0,9.0,9.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
91,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,1512.83,是,33.0,1.0,3451.0,3451.0,小米科技,M2004J7AC,116.0,3451.0,0.0,1373.0,1.0,68040140.0,68040140.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
92,5.0,8.0,5.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,2732.0,2732.0,小米科技,M2001J2C,18.0,2732.0,0.0,5049.0,1.0,1505932.0,1505932.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
93,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,1.0,4G,,0.0,是,0.0,1.0,303.0,303.0,苹果,iPhone 8 Plus A1864,24.0,303.0,0.0,271.0,1.0,5253848.0,5253848.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
94,9.0,8.0,7.0,6.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,449.0,449.0,苹果,A2408,90.0,449.0,0.0,225.0,1.0,23535600.0,23535600.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
95,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,160.0,160.0,小米科技,M2001J2C,74.0,160.0,0.0,451.0,1.0,23683075.0,23683075.0,是,一星,0.0,-1,-1,-1,-1,-1,-1,-1
96,10.0,10.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,341.0,341.0,华为,CDY-AN00,49.0,341.0,0.0,212.0,1.0,16678503.0,16678503.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
97,9.0,7.0,9.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,2G,,0.0,否,0.0,1.0,443.0,443.0,华为,LON-AL00,94.0,443.0,0.0,393.0,1.0,1601.0,1601.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
98,10.0,8.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,153.0,153.0,苹果,iPhone 7 A1660,39.0,153.0,0.0,107.0,1.0,3158302.0,3158302.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,9.0,9.0,苹果,A2104,151.1,9.0,20.0,37.0,1.0,11424684.0,11424684.0,否,金卡,0.0,-1,-1,-1,-1,-1,-1,-1
100,10.0,10.0,10.0,8.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,1590.0,1590.0,小米科技,M2010J19SC,76.18,1590.0,0.0,2295.0,1.0,42842647.0,42842647.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
101,6.0,7.0,4.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,2.0,0.0,4G,,0.0,是,0.0,1.0,193.0,193.0,小米科技,MDE5S,49.1,193.0,0.0,165.0,1.0,2233245.0,2233245.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
102,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,48.0,48.0,苹果,A2639,10.0,48.0,0.0,105.0,1.0,31385783.0,31385783.0,是,一星,0.0,-1,-1,-1,-1,-1,-1,-1
103,3.0,5.0,5.0,5.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,94.0,94.0,华为,VOG-AL00,33.2,94.0,0.0,303.0,1.0,44525.0,44525.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
104,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,4G,,0.0,是,0.0,1.0,360.0,360.0,苹果,iPhone 6S PLUS A1699,10.6,360.0,0.0,332.0,1.0,18302293.0,18302293.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
105,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,206.0,206.0,苹果,A2639,49.0,206.0,0.0,165.0,1.0,40895337.0,40895337.0,是,二星,0.0,-1,-1,-1,-1,-1,-1,-1
106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,132.0,132.0,苹果,A2223,70.1,132.0,0.0,473.0,1.0,17858200.0,17858200.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
107,10.0,8.0,10.0,8.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,7.0,0.0,4G,,0.0,是,0.0,1.0,16.0,16.0,步步高,V2118A,21.0,16.0,0.0,143.0,1.0,16822379.0,16822379.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
108,9.0,5.0,6.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,669.0,669.0,华为,EBG-AN00,128.0,669.0,0.0,915.0,1.0,8726955.0,8726955.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
109,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,220.0,220.0,苹果,A2220,15.0,220.0,0.0,281.0,1.0,8358909.0,8358909.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
110,9.0,9.0,9.0,9.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,1675.0,1675.0,小米科技,2201122C,248.0,1675.0,0.0,1730.0,1.0,57211909.0,57211909.0,是,金卡,0.0,-1,-1,-1,-1,-1,-1,-1
111,1.0,2.0,1.0,2.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,151.83,是,10.0,1.0,45.0,45.0,苹果,iPhone XS MAX (A1921),27.5,45.0,0.0,29.0,1.0,16398188.0,16398188.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
112,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,517.0,517.0,华为,ELS-AN00,151.0,517.0,0.0,1107.0,1.0,10101687.0,10101687.0,是,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
113,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4.0,0.0,4G,,0.0,是,0.0,1.0,173.0,173.0,苹果,A2220,128.0,173.0,0.0,363.0,1.0,23152270.0,23152270.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
114,9.0,9.0,9.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,262.0,262.0,苹果,A2404,30.0,262.0,0.0,288.0,1.0,30075108.0,30075108.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
115,3.0,3.0,3.0,3.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,1055.64,是,150.0,1.0,2051.0,2051.0,苹果,iPhone 6S PLUS A1699,304.0,2051.0,0.0,1610.0,1.0,174541422.0,174541422.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
116,7.0,7.0,7.0,7.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,10.96,是,3.19,1.0,350.0,350.0,步步高,vivo X21UD A,47.46,350.0,0.0,275.0,1.0,185738.0,185738.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
117,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,1.0,1.0,苹果,A2634,15.0,1.0,0.0,28.0,1.0,3225910.0,3225910.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
118,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,107.0,107.0,苹果,A2408,90.0,107.0,0.0,318.0,1.0,18976969.0,18976969.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
119,10.0,9.0,10.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,204.0,204.0,华为,CDY-AN90,12.52,204.0,0.0,290.0,1.0,13190351.0,13190351.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
120,10.0,8.0,10.0,9.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,51.0,51.0,苹果,A2223,97.0,51.0,0.0,146.0,1.0,3738997.0,3738997.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
121,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,221.0,221.0,小米科技,M1908C3KE,39.0,221.0,0.0,342.0,1.0,16047408.0,16047408.0,否,二星,0.0,-1,-1,-1,-1,-1,-1,-1
122,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,221.0,221.0,欧珀,PECT30,25.0,221.0,0.0,230.0,1.0,135955.0,135955.0,否,一星,0.0,1,-1,-1,-1,-1,-1,1
123,7.0,6.0,8.0,7.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,51.0,1.0,257.0,257.0,华为,EML-AL00,85.8,257.0,0.0,147.0,1.0,24159810.0,24159810.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
124,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,105.0,105.0,华为,STK-AL00,40.0,105.0,0.0,237.0,1.0,19426744.0,19426744.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
125,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,831.0,831.0,苹果,iPhone 6S A1700,95.0,831.0,0.0,1180.0,1.0,6745601.0,6745601.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
126,8.0,8.0,8.0,8.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,249.0,249.0,苹果,A2104,44.0,249.0,0.0,97.0,1.0,218473.0,218473.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
127,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,92.0,92.0,华为,TAS-AN00,43.0,92.0,0.0,195.0,1.0,14033054.0,14033054.0,是,三星,0.0,-1,-1,-1,-1,-1,-1,-1
128,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,258.0,258.0,苹果,iPhone 6S PLUS A1699,25.15,258.0,0.0,177.0,1.0,532682.0,532682.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
129,10.0,10.0,10.0,10.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,219.0,219.0,华为,YAL-AL00,39.0,219.0,0.0,641.0,1.0,19804759.0,19804759.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
130,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,5G,,0.0,是,0.0,1.0,1138.0,1138.0,华为,LIO-AN00m,298.0,1138.0,0.0,977.0,1.0,11081706.0,11081706.0,是,白金卡,0.0,-1,-1,-1,-1,-1,-1,-1
131,9.0,9.0,8.0,9.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,1789.0,1789.0,华为,LIO-AN00,204.02,1789.0,0.0,2209.0,1.0,33488256.0,33488256.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
132,7.0,7.0,9.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,47.16,是,10.0,1.0,96.0,96.0,华为,PCT-AL10,19.0,96.0,0.0,130.0,1.0,1935020.0,1935020.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
133,10.0,10.0,10.0,10.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,88.0,88.0,苹果,A2104,0.0,88.0,0.0,99.0,1.0,31603753.0,31603753.0,否,银卡,0.0,-1,-1,-1,-1,-1,-1,-1
134,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,574.0,574.0,苹果,iPhone 8 Plus A1864,43.8,574.0,0.0,171.0,1.0,14131525.0,14131525.0,否,一星,0.0,-1,-1,-1,-1,-1,-1,-1
135,10.0,10.0,10.0,10.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,4G,,0.0,是,0.0,1.0,1412.0,1412.0,步步高,V1938CT,295.0,1412.0,0.0,4546.0,1.0,67191218.0,67191218.0,否,白金卡,0.0,-1,-1,-1,-1,-1,-1,-1
136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,4G,,0.0,是,0.0,1.0,517.0,517.0,苹果,iPhone 8 Plus A1864,73.3,517.0,0.0,268.0,1.0,32692497.0,32692497.0,否,三星,0.0,-1,-1,-1,-1,-1,-1,-1
