用户,手机上网整体满意度,网络覆盖与信号强度,手机上网速度,手机上网稳定性,上网质差次数,脱网次数,微信质差次数,套外流量（MB）,套外流量费（元）,是否不限量套餐到达用户,终端品牌,终端品牌类型,是否5G网络客户,当月MOU,客户星级标识,场景问题次数,现象问题次数,大类问题次数,小类视频问题次数,小类游戏问题次数,全部应用问题次数,性别_女,性别_性别不详,性别_男
用户235,5,6,7,5,0,0,0,0.0,0.0,0,21,1,1,236.0,4,1,2,0,0,0,0,1,0,0
用户236,9,9,9,8,0,0,0,0.0,0.0,1,21,1,1,390.0,4,1,2,0,0,0,0,0,0,1
用户237,6,6,8,6,0,0,1,0.0,0.0,0,21,1,1,179.0,4,3,2,1,0,0,0,0,0,1
用户238,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,10.0,3,0,0,0,0,0,0,0,0,1
用户239,6,6,7,6,0,0,2,0.0,0.0,0,21,1,1,69.0,4,1,3,3,0,0,10,1,0,0
用户240,7,8,7,7,0,0,0,0.0,0.0,0,11,17,1,46.0,3,3,3,0,0,0,0,1,0,0
用户241,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,538.0,4,0,0,0,0,0,0,0,1,0
用户242,9,9,9,8,0,0,0,0.0,0.0,0,16,17,0,1075.0,6,2,4,4,0,0,10,0,0,1
用户243,6,6,6,6,0,0,0,0.0,0.0,0,8,17,0,95.0,3,0,0,0,0,0,0,0,0,1
用户244,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,108.0,2,0,0,0,0,0,0,0,0,1
用户245,8,8,8,8,0,0,0,0.0,0.0,0,11,17,0,963.0,3,2,3,2,0,0,0,0,0,1
用户246,10,10,10,10,0,66,0,0.0,0.0,0,11,17,1,103.0,3,0,0,0,0,0,0,0,0,1
用户247,6,6,5,6,0,0,0,0.0,0.0,0,21,14,0,173.0,3,2,2,0,0,0,0,1,0,0
用户248,8,7,7,8,0,0,2,0.0,0.0,0,21,14,0,101.0,3,3,4,4,0,0,0,1,0,0
用户249,3,1,2,2,0,10,3,0.0,0.0,1,21,1,1,195.0,3,1,4,4,10,10,10,0,0,1
用户250,9,8,7,9,0,0,0,0.0,0.0,0,11,17,1,512.0,4,0,0,0,0,0,0,0,0,1
用户251,1,1,1,1,0,0,1,0.0,0.0,0,21,1,0,27.0,2,5,4,3,0,0,0,1,0,0
用户252,7,7,7,8,32,0,0,0.0,0.0,0,16,17,1,62.0,5,7,2,1,0,0,0,0,0,1
用户253,10,9,8,8,0,0,0,1303.65,33.0,1,11,17,1,810.0,3,1,3,0,0,0,0,1,0,0
用户254,9,8,10,9,0,15,0,0.0,0.0,0,21,1,0,418.0,3,1,1,0,0,0,0,1,0,0
用户255,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,228.0,3,0,0,0,0,0,0,0,0,1
用户256,4,5,4,3,0,111,0,0.0,0.0,0,16,17,0,221.0,3,7,4,5,0,10,10,0,0,1
用户257,10,10,10,10,0,0,12,414.5,120.0,0,8,17,0,626.0,2,2,2,0,0,0,0,0,0,1
用户258,10,10,10,10,1,0,0,0.0,0.0,1,21,1,0,389.0,3,0,0,0,0,0,0,1,0,0
用户259,10,8,7,7,0,0,0,0.0,0.0,0,21,14,0,36.0,3,0,0,0,0,0,0,0,0,1
用户260,3,3,3,3,0,7,0,0.0,29.15,0,21,1,1,1189.0,3,5,4,5,0,0,0,0,0,1
用户261,1,1,8,6,0,0,0,0.0,0.0,1,21,1,1,409.0,3,0,0,0,0,0,0,0,0,1
用户262,8,7,8,8,0,0,0,0.0,0.0,0,8,17,0,108.0,3,3,2,0,0,0,0,0,0,1
用户263,8,1,8,5,0,0,0,0.0,0.0,0,11,17,0,91.0,3,1,1,0,0,0,0,0,0,1
用户264,9,8,9,8,0,0,1,0.0,0.0,0,21,1,1,469.0,4,2,2,0,0,0,0,0,0,1
用户265,5,5,5,5,0,0,0,0.0,0.0,0,15,17,0,238.0,3,5,4,5,0,0,0,1,0,0
用户266,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,98.0,3,3,2,0,0,0,0,0,0,1
用户267,9,7,10,8,0,0,0,0.0,0.0,0,21,1,1,1258.0,7,2,2,3,0,0,0,0,0,1
用户268,8,6,8,8,0,0,0,0.0,0.0,0,21,1,1,94.0,3,0,0,0,0,0,0,0,0,1
用户269,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,182.0,3,0,0,0,0,0,0,1,0,0
用户270,10,9,9,9,0,0,0,0.0,0.0,0,16,17,1,19.0,3,1,2,0,0,0,0,0,0,1
用户271,10,10,10,9,4,0,0,0.0,0.0,0,8,17,1,991.0,7,0,0,0,0,0,0,0,0,1
用户272,6,7,7,7,0,0,0,0.0,0.0,0,11,17,1,105.0,4,3,2,0,0,0,0,0,0,1
用户273,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,219.0,3,2,4,2,0,0,0,0,0,1
用户274,9,7,8,7,0,0,6,0.0,0.0,0,21,1,0,191.0,3,4,3,0,0,0,0,1,0,0
用户275,9,7,8,8,0,0,0,0.0,0.0,0,21,1,1,0.0,3,3,3,0,0,0,0,0,0,1
用户276,4,8,7,10,0,0,0,0.0,0.0,0,11,17,0,46.0,3,0,0,0,0,0,0,0,0,1
用户277,1,1,1,1,11,8,0,0.0,0.0,0,21,14,0,135.0,4,3,4,5,10,10,10,0,0,1
用户278,7,8,8,8,1,0,0,0.0,60.0,0,16,17,0,145.0,5,2,2,0,0,0,0,0,0,1
用户279,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,225.0,3,0,0,0,0,0,0,0,0,1
用户280,10,10,10,10,0,0,5,0.0,0.0,0,11,17,0,328.0,4,0,0,0,0,0,0,0,0,1
用户281,7,7,8,8,0,0,0,0.0,0.0,1,11,17,1,106.0,3,3,4,3,0,0,0,1,0,0
用户282,6,5,6,5,0,0,12,28.12,7.25,0,21,1,0,30.0,3,5,4,2,0,0,10,1,0,0
用户283,7,10,7,8,0,0,0,0.0,0.0,0,11,6,1,454.0,4,0,0,0,0,0,0,0,0,1
用户284,10,10,10,10,0,0,2,0.0,0.0,0,15,8,0,408.0,3,0,0,0,0,0,0,0,0,1
用户285,2,3,1,2,0,23,0,0.0,0.0,0,21,14,0,7.0,4,3,2,3,0,0,0,0,0,1
用户286,10,10,10,10,1,0,0,0.0,0.0,0,21,1,1,161.0,4,0,0,0,0,0,0,0,0,1
用户287,9,9,9,9,0,0,3,0.0,0.0,0,8,17,1,118.0,3,0,1,0,0,0,0,0,1,0
用户288,9,8,9,9,0,0,0,0.0,0.0,0,21,1,1,135.0,3,1,2,1,0,0,10,1,0,0
用户289,10,9,9,10,0,0,0,0.0,0.0,0,8,17,0,440.0,3,0,0,0,0,0,0,1,0,0
用户290,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,152.0,3,1,1,0,0,0,0,1,0,0
用户291,2,2,2,2,0,0,0,8173.55,67.0,0,21,1,1,510.0,2,1,4,3,10,10,10,1,0,0
用户292,4,5,5,5,0,0,0,0.0,8.0,0,21,14,0,52.0,2,2,3,4,0,0,0,1,0,0
用户293,8,10,9,9,5,0,0,0.0,0.0,0,11,17,0,49.0,3,0,0,0,0,0,0,0,1,0
用户294,6,6,6,6,0,7,0,0.0,0.0,0,11,17,1,124.0,3,2,4,3,0,0,0,0,0,1
用户295,6,7,6,8,0,0,0,0.0,0.0,1,8,17,0,851.0,3,3,2,2,0,0,0,1,0,0
用户296,10,10,10,10,0,0,3,0.0,0.0,1,21,1,1,366.0,3,1,1,0,0,0,0,0,0,1
用户297,7,7,7,8,0,0,0,0.0,0.0,0,8,17,0,97.0,3,1,1,2,0,0,0,0,0,1
用户298,5,3,3,3,0,7,0,0.0,0.0,0,21,1,0,295.0,4,2,4,2,0,0,0,0,0,1
用户299,10,10,10,10,0,0,0,0.0,0.0,0,11,17,1,50.0,3,0,0,0,0,0,0,0,0,1
用户300,10,10,10,10,0,0,1,0.0,0.0,0,2,7,0,382.0,3,1,4,1,0,0,0,0,0,1
用户301,7,7,7,7,0,0,0,0.0,0.0,0,16,17,0,89.0,3,0,0,0,0,0,0,1,0,0
用户302,10,10,10,10,0,0,4,0.0,0.0,0,8,17,0,223.0,3,0,0,0,0,0,0,1,0,0
用户303,2,2,2,2,0,13,3,0.0,0.0,0,21,1,1,5.0,3,1,1,0,0,0,0,1,0,0
用户304,8,8,9,8,0,0,0,0.0,0.0,0,8,17,1,487.0,4,3,3,0,0,0,0,0,0,1
用户305,8,10,8,8,0,12,0,0.0,0.0,0,8,17,1,50.0,3,1,3,1,0,0,10,0,0,1
用户306,8,8,8,8,0,0,0,0.0,0.0,0,8,17,1,306.0,3,2,2,2,0,0,0,1,0,0
用户307,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,159.0,3,0,0,0,0,0,0,0,0,1
用户308,10,10,10,10,0,0,2,0.0,0.0,0,21,1,0,437.0,3,0,0,0,0,0,0,1,0,0
用户309,1,1,1,1,0,0,1,0.0,0.0,0,21,1,0,92.0,4,2,2,2,0,0,0,1,0,0
用户310,8,7,7,8,0,0,6,0.0,0.0,0,21,1,1,612.0,4,1,3,2,0,0,0,0,0,1
用户311,6,6,6,6,0,0,0,0.0,0.0,0,21,1,1,37.0,3,1,2,3,10,0,10,1,0,0
用户312,8,7,7,10,0,0,0,0.0,0.0,1,11,17,1,180.0,3,3,1,0,0,0,0,0,0,1
用户313,8,7,7,6,0,0,0,0.0,0.0,0,8,17,1,23.0,3,3,2,0,0,0,0,1,0,0
用户314,10,10,10,5,0,0,0,0.0,0.0,0,4,17,0,81.0,3,1,1,0,0,0,0,1,0,0
用户315,1,1,1,1,0,0,0,0.0,0.0,0,21,14,0,44.0,2,2,4,4,0,0,0,1,0,0
用户316,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,466.0,3,0,0,0,0,0,0,0,0,1
用户317,7,5,5,5,1,0,2,0.0,0.0,0,21,1,1,454.0,4,3,4,4,0,0,0,1,0,0
用户318,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,153.0,3,1,1,0,0,0,0,0,0,1
用户319,8,7,7,8,0,0,0,0.0,0.0,0,8,17,0,536.0,3,3,3,1,0,0,0,1,0,0
用户320,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,42.0,3,1,1,0,0,0,0,0,0,1
用户321,3,7,5,8,0,0,1,0.0,0.0,0,8,17,1,14.0,3,1,2,0,0,0,0,0,0,1
用户322,6,5,5,4,0,0,3,0.0,0.0,1,21,1,0,273.0,3,2,2,1,0,0,0,0,0,1
用户323,9,9,9,9,1,0,0,0.0,0.0,0,21,14,0,332.0,3,3,3,3,0,0,0,0,0,1
用户324,8,7,8,6,0,9,0,0.0,0.0,0,8,17,0,136.0,4,2,4,2,0,0,0,1,0,0
用户325,9,9,9,9,0,0,3,0.0,32.0,0,21,1,0,36.0,3,1,1,0,0,0,0,0,0,1
用户326,9,3,8,5,0,0,1,0.0,0.0,0,21,1,1,98.0,3,4,4,3,0,0,0,1,0,0
用户327,7,6,8,7,0,0,0,0.0,0.0,0,21,1,0,59.0,3,2,2,0,0,0,0,1,0,0
用户328,8,7,7,7,1,17,0,0.0,0.0,0,21,14,0,18.0,3,2,1,0,0,0,0,0,0,1
用户329,10,5,10,8,1,0,0,0.0,0.0,1,21,1,0,1431.0,6,0,0,0,0,0,0,1,0,0
用户330,10,10,10,10,0,0,10,0.0,26.96,0,8,17,1,420.0,3,3,4,5,10,0,0,0,0,1
用户331,8,7,9,9,0,0,0,0.0,0.0,0,8,17,1,319.0,4,2,1,0,0,0,0,0,0,1
用户332,10,10,10,10,0,0,0,0.0,0.0,0,15,17,1,27.0,3,0,0,0,0,0,0,0,0,1
用户333,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,405.0,3,0,0,0,0,0,0,0,0,1
用户334,10,9,9,9,0,0,0,0.0,0.0,0,21,1,0,691.0,4,0,0,0,0,0,0,0,0,1
用户335,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,505.0,4,0,0,0,0,0,0,0,0,1
用户336,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,372.0,4,0,0,0,0,0,0,0,0,1
用户337,10,10,10,10,1,0,0,0.0,0.0,0,1,17,1,489.0,3,0,0,0,0,0,0,0,0,1
用户338,8,6,6,6,0,7,0,0.0,0.0,0,21,1,1,245.0,2,0,0,0,0,0,0,1,0,0
用户339,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,256.0,4,3,2,0,0,0,0,0,0,1
用户340,9,9,9,9,0,0,0,0.0,0.0,1,21,1,1,915.0,4,0,2,0,0,0,0,1,0,0
用户341,10,10,10,10,0,0,0,0.0,0.0,0,15,17,0,417.0,3,0,0,0,0,0,0,1,0,0
用户342,9,7,7,8,0,0,0,0.0,0.0,0,21,1,0,35.0,3,2,1,2,0,0,0,0,0,1
用户343,9,9,9,9,0,0,0,0.0,0.0,0,21,1,1,57.0,3,1,1,0,0,0,0,1,0,0
用户344,10,10,10,10,0,0,0,0.0,0.0,0,2,17,0,377.0,3,0,0,0,0,0,0,0,1,0
用户345,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,210.0,4,0,0,0,0,0,0,0,0,1
用户346,6,8,8,6,0,0,3,0.0,0.0,0,8,17,1,1080.0,4,3,2,0,0,0,0,0,0,1
用户347,10,9,8,9,0,24,0,0.0,0.0,0,21,1,1,61.0,3,3,4,1,0,0,0,0,0,1
用户348,4,4,4,3,0,0,0,0.0,0.0,1,21,1,0,110.0,4,3,4,3,0,0,0,1,0,0
用户349,10,10,10,10,1,0,0,0.0,0.0,1,11,17,0,589.0,3,0,0,0,0,0,0,0,0,1
用户350,4,5,5,3,0,0,0,0.0,0.0,0,8,17,0,391.0,3,2,1,2,0,0,10,1,0,0
用户351,8,8,8,8,0,0,0,0.0,0.0,0,6,17,1,229.0,3,0,0,0,0,0,0,0,0,1
用户352,10,10,10,10,0,0,0,0.0,0.0,1,11,17,1,27.0,3,0,0,0,0,0,0,0,0,1
用户353,10,10,10,10,0,10,0,0.0,0.0,1,11,17,1,319.0,4,0,0,0,0,0,0,0,0,1
用户354,5,4,4,4,0,0,0,0.0,0.0,0,21,1,1,866.0,4,0,2,0,0,0,0,1,0,0
用户355,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,145.0,4,1,2,1,0,0,0,0,0,1
用户356,10,10,10,10,0,0,2,0.0,0.0,0,21,1,1,861.0,4,0,0,0,0,0,0,1,0,0
用户357,1,1,1,1,0,0,0,0.0,0.0,0,8,17,1,297.0,3,3,3,2,0,0,10,0,1,0
用户358,4,1,1,1,1,0,0,0.0,0.0,0,21,14,0,69.0,3,6,3,1,0,0,10,0,0,1
用户359,8,8,8,8,0,0,22,0.0,0.0,1,8,17,0,1074.0,4,0,0,0,0,0,0,0,0,1
用户360,9,9,8,8,0,0,0,0.0,0.0,1,16,17,1,74.0,3,0,0,0,0,0,0,0,0,1
用户361,10,10,10,10,0,0,0,0.0,0.0,1,8,17,0,579.0,3,2,4,2,10,0,10,0,0,1
用户362,10,10,10,8,1,0,0,0.0,0.0,0,21,1,1,107.0,4,3,1,0,0,0,0,1,0,0
用户363,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,91.0,4,0,0,0,0,0,0,0,0,1
用户364,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,505.0,3,0,0,0,0,0,0,0,0,1
用户365,9,8,9,8,0,0,0,0.0,15.0,0,21,1,0,178.0,4,1,2,0,0,0,0,1,0,0
用户366,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,88.0,3,0,0,0,0,0,0,0,0,1
用户367,8,8,8,5,0,0,0,0.0,0.0,1,21,14,0,58.0,2,3,3,0,0,0,0,0,0,1
用户368,7,5,5,5,0,13,0,0.0,0.0,0,21,1,0,326.0,4,3,3,0,0,0,0,0,0,1
用户369,9,9,9,10,0,0,0,0.0,0.0,0,16,17,1,405.0,3,2,4,3,0,0,0,0,0,1
用户370,10,8,7,10,0,0,0,0.0,0.0,1,8,17,0,526.0,3,1,3,2,0,0,0,0,0,1
用户371,8,7,7,6,1,13,2,0.0,0.0,0,8,17,1,1831.0,4,1,2,0,0,0,0,0,0,1
用户372,6,7,9,10,10,0,2,0.0,0.0,0,21,1,0,147.0,4,0,0,0,0,0,0,0,0,1
用户373,6,6,5,5,0,6,7,0.0,0.0,0,21,1,1,2489.0,3,4,4,4,0,0,0,1,0,0
用户374,10,10,10,10,12,0,3,0.0,0.0,0,8,17,0,583.0,4,4,1,0,0,0,0,0,1,0
用户375,10,9,9,10,0,0,0,0.0,120.0,0,16,17,1,34.0,3,0,0,0,0,0,0,0,0,1
用户376,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,132.0,3,0,0,0,0,0,0,0,0,1
用户377,8,8,8,7,0,0,0,0.0,0.0,0,8,17,1,765.0,4,1,2,0,0,0,0,0,0,1
用户378,6,7,8,7,0,0,0,0.0,0.0,0,21,14,0,465.0,6,1,1,0,0,0,0,0,0,1
用户379,8,8,8,8,0,0,0,0.0,0.0,0,11,6,1,145.0,3,3,4,1,0,0,0,0,0,1
用户380,10,10,10,10,0,0,0,0.0,0.0,0,21,1,0,174.0,4,3,1,0,0,0,0,1,0,0
用户381,1,1,1,1,0,6,0,0.0,0.0,1,21,14,0,127.0,4,1,3,0,0,0,0,0,0,1
用户382,10,10,10,10,2,0,0,3960.01,69.0,1,8,17,1,307.0,6,1,2,1,0,0,0,0,0,1
用户383,8,8,8,8,0,0,0,0.0,0.0,0,21,1,1,81.0,3,2,2,1,0,0,0,1,0,0
用户384,10,10,10,10,0,0,0,44.85,10.0,0,8,17,0,92.0,3,0,0,0,0,0,0,1,0,0
用户385,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,62.0,3,0,0,0,0,0,0,0,0,1
用户386,6,6,6,6,0,16,0,0.0,0.0,0,21,14,0,244.0,3,3,3,5,0,0,0,0,0,1
用户387,8,10,10,8,2,0,1,0.0,0.0,1,21,14,0,210.0,3,2,3,0,0,0,0,0,0,1
用户388,6,4,4,4,0,0,0,0.0,0.0,0,8,17,0,264.0,3,4,3,4,0,0,0,1,0,0
用户389,1,1,1,1,1,0,10,0.0,0.0,1,21,1,0,803.0,3,1,4,2,0,0,10,0,0,1
用户390,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,112.0,3,0,0,0,0,0,0,0,0,1
用户391,10,10,10,10,0,0,0,0.0,0.0,0,21,14,0,62.0,5,0,0,0,0,0,0,0,0,1
用户392,10,8,8,8,0,0,0,0.0,0.0,0,8,17,0,74.0,4,1,1,0,0,0,0,0,0,1
用户393,1,1,1,1,0,0,0,0.0,0.0,1,21,1,1,204.0,4,5,4,3,0,0,0,1,0,0
用户394,9,7,8,8,0,0,0,0.0,0.0,0,21,1,1,508.0,3,1,2,0,0,0,0,0,0,1
用户395,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,303.0,3,0,0,0,0,0,0,0,1,0
用户396,8,6,9,8,0,0,0,0.0,0.0,0,8,17,1,386.0,4,1,1,0,0,0,0,0,0,1
用户397,10,10,10,10,0,0,0,0.0,0.0,0,8,17,1,65.0,2,0,0,0,0,0,0,1,0,0
用户398,8,7,8,7,0,0,1,0.0,0.0,1,21,1,1,134.0,3,2,3,0,0,0,0,1,0,0
用户399,9,8,9,8,0,0,0,0.0,0.0,0,21,1,0,1331.0,6,0,0,0,0,0,0,0,0,1
用户400,10,10,8,8,0,0,0,0.0,0.0,0,8,17,0,1.0,3,0,0,0,0,0,0,1,0,0
用户401,8,8,8,8,0,0,2,0.0,0.0,0,15,17,1,419.0,4,2,1,0,0,0,0,0,0,1
用户402,9,9,9,8,0,0,5,0.0,0.0,0,8,17,0,831.0,3,0,0,0,0,0,0,0,0,1
用户403,7,6,5,8,0,0,0,0.0,0.0,0,21,1,1,397.0,3,1,3,1,0,0,0,0,0,1
用户404,9,8,8,9,0,0,0,0.0,0.0,1,8,17,1,130.0,4,0,0,0,0,0,0,0,0,1
用户405,9,8,8,8,0,0,0,0.0,0.0,0,21,1,0,135.0,3,0,0,0,0,0,0,1,0,0
用户406,10,9,9,8,1,0,1,0.0,1.45,0,8,17,0,1004.0,3,4,2,2,0,0,0,0,0,1
用户408,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,38.0,3,0,0,0,0,0,0,0,1,0
用户409,9,9,9,9,0,198,0,0.0,60.0,0,8,17,1,65.0,3,1,4,3,0,0,0,0,0,1
用户410,3,3,3,5,2,0,1,0.0,0.0,1,21,1,0,470.0,3,2,3,2,0,0,0,0,0,1
用户411,1,1,1,1,0,14,1,0.0,0.0,0,16,17,0,470.0,2,5,3,3,0,0,0,0,1,0
用户412,7,5,4,6,0,0,0,0.0,0.0,0,8,17,0,65.0,3,1,1,0,0,0,0,0,0,1
用户413,9,9,9,9,0,0,0,0.0,0.0,0,15,17,1,7.0,3,0,0,0,0,0,0,0,0,1
用户414,7,6,6,6,0,0,0,0.0,0.0,0,21,1,1,166.0,2,2,2,0,0,0,0,0,0,1
用户415,6,6,6,5,0,0,0,0.0,0.0,0,21,1,1,227.0,3,1,4,1,0,0,0,0,1,0
用户416,9,9,9,9,0,0,0,0.0,0.0,0,21,1,0,232.0,4,2,3,2,0,0,0,0,1,0
用户417,9,9,9,9,0,0,0,0.0,0.0,0,16,17,0,74.0,4,1,1,0,0,0,0,0,1,0
用户418,9,9,10,9,0,0,0,0.0,0.0,0,21,1,1,133.0,3,0,0,0,0,0,0,0,0,1
用户419,8,8,9,8,0,0,0,0.0,0.0,0,8,17,0,134.0,3,5,2,0,0,0,0,1,0,0
用户420,1,5,5,5,0,7,0,0.0,0.0,0,21,14,0,164.0,3,1,1,0,0,0,0,0,0,1
用户421,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,116.0,3,0,0,0,0,0,0,1,0,0
用户422,10,10,10,10,0,0,0,0.0,0.0,0,21,1,1,723.0,4,0,0,0,0,0,0,0,0,1
用户423,9,9,9,9,3,0,0,63.43,20.0,0,8,17,0,646.0,3,0,0,0,0,0,0,1,0,0
用户424,10,10,10,10,6,0,0,0.0,0.0,0,16,17,0,383.0,4,1,1,0,0,0,0,0,1,0
用户425,10,10,10,10,0,6,0,0.0,0.0,0,8,17,1,234.0,4,0,0,0,0,0,0,0,0,1
用户426,6,8,9,6,0,0,0,0.0,0.0,0,21,1,1,1066.0,6,2,3,0,0,0,0,0,0,1
用户427,9,8,8,8,0,0,0,0.0,0.0,0,21,1,0,200.0,3,1,1,0,0,0,0,1,0,0
用户428,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,146.0,3,0,0,0,0,0,0,0,0,1
用户429,1,5,5,5,0,11,0,0.0,0.0,1,21,1,1,775.0,3,3,4,2,0,0,0,0,0,1
用户430,5,5,2,3,0,0,0,0.0,0.0,0,21,1,1,172.0,4,2,2,0,0,0,0,0,0,1
用户431,8,8,8,8,0,0,1,0.0,0.0,1,21,1,0,438.0,3,0,0,0,0,0,0,0,0,1
用户432,8,8,9,8,0,0,0,0.0,36.0,0,21,1,1,353.0,4,3,2,0,0,0,0,1,0,0
用户433,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,48.0,3,0,0,0,0,0,0,0,0,1
用户434,10,10,10,10,0,7,0,0.0,0.0,1,8,17,1,470.0,3,0,0,0,0,0,0,0,0,1
用户435,9,8,8,9,0,0,0,0.0,0.0,0,16,17,1,438.0,4,1,1,0,0,0,0,0,0,1
用户436,9,9,9,9,0,0,0,0.0,0.0,0,8,17,0,387.0,4,0,0,0,0,0,0,1,0,0
用户437,6,6,6,4,0,0,0,0.0,0.0,0,21,1,1,108.0,3,2,2,0,0,0,0,1,0,0
用户438,3,5,5,3,0,0,0,0.0,0.0,0,8,17,0,693.0,3,3,3,2,0,0,0,0,0,1
用户439,7,5,5,9,0,0,0,0.0,0.0,0,21,1,0,153.0,4,3,3,3,0,0,0,1,0,0
用户440,5,1,1,5,0,0,0,0.0,0.0,0,16,17,1,306.0,5,3,3,0,0,0,0,0,0,1
用户441,9,9,9,9,0,0,0,0.0,0.0,0,8,17,1,142.0,3,0,0,0,0,0,0,0,1,0
用户442,10,10,10,10,0,0,0,0.0,50.29,0,21,1,1,1314.0,2,0,0,0,0,0,0,1,0,0
用户443,10,6,7,7,0,0,0,0.0,0.0,0,11,17,1,234.0,3,1,1,0,0,0,0,1,0,0
用户444,10,10,10,9,0,0,0,0.0,0.0,0,11,17,0,168.0,3,1,1,0,0,0,0,0,1,0
用户445,8,6,9,8,2,0,0,0.0,0.0,1,21,1,0,224.0,3,3,2,3,0,0,0,0,1,0
用户446,10,10,10,10,0,0,0,0.0,0.0,0,8,17,0,29.0,3,1,1,1,0,0,0,0,0,1
用户447,9,9,9,9,0,0,0,0.0,0.0,1,15,17,1,218.0,2,0,0,0,0,0,0,0,0,1
用户448,9,9,9,8,0,0,0,42.62,1.29,0,8,17,0,298.0,3,0,0,0,0,0,0,1,0,0
用户449,6,8,6,7,0,0,0,0.0,0.0,0,8,17,1,193.0,4,2,3,0,0,0,0,0,0,1
用户450,10,10,10,10,0,0,2,0.0,0.0,0,8,17,0,27.0,3,0,0,0,0,0,0,0,0,1
用户451,6,9,7,6,0,0,0,0.0,0.0,0,21,14,0,345.0,3,2,2,0,0,0,0,1,0,0
用户452,1,1,1,1,0,0,0,0.0,0.0,0,8,17,1,142.0,4,0,0,0,0,0,0,0,0,1
用户453,9,9,7,8,0,0,0,0.0,0.0,0,1,17,0,173.0,3,2,2,0,0,0,0,0,0,1
用户454,10,10,10,10,0,0,0,0.0,0.0,0,16,16,0,19.0,3,0,0,0,0,0,0,0,0,1
用户455,10,10,10,10,0,0,2,0.0,0.0,0,8,17,0,109.0,3,0,0,0,0,0,0,1,0,0
用户456,9,10,9,9,0,0,0,0.0,0.0,0,8,17,0,416.0,3,2,2,0,0,0,0,1,0,0
用户457,9,8,8,8,0,0,0,0.0,0.0,0,8,17,1,151.0,5,1,1,0,0,0,0,0,0,1
用户458,10,8,8,10,0,0,0,0.0,0.0,1,8,17,0,1239.0,3,0,0,0,0,0,0,1,0,0
用户459,8,10,8,8,0,0,0,0.0,0.0,0,21,14,0,119.0,3,2,2,2,0,0,0,0,0,1
用户460,10,8,8,8,0,0,0,0.0,0.0,0,8,17,0,38.0,3,0,0,0,0,0,0,0,0,1
用户461,4,3,3,4,0,0,0,0.0,0.0,0,21,1,1,100.0,3,3,4,2,0,0,10,0,0,1
用户462,10,10,10,10,0,0,0,0.0,0.0,0,11,17,0,10.0,3,0,0,0,0,0,0,0,0,1
用户463,8,6,8,8,0,0,0,0.0,0.0,0,11,6,1,38.0,3,1,2,0,0,0,0,0,0,1
用户464,8,10,10,10,0,0,2,0.0,0.0,0,8,17,1,61.0,3,0,0,0,0,0,0,0,0,1
用户465,10,10,10,10,0,0,0,0.0,0.0,1,8,17,1,858.0,4,2,3,3,0,0,0,0,0,1
用户466,10,10,10,9,0,0,0,0.0,0.0,0,8,17,1,1241.0,6,0,0,0,0,0,0,0,1,0
用户467,10,9,9,9,0,0,0,0.0,0.0,0,11,17,1,159.0,3,2,2,0,0,0,0,0,1,0
用户468,8,7,6,6,0,0,0,1184.69,130.0,0,21,1,1,632.0,4,2,1,0,0,0,0,0,0,1
用户469,8,9,7,7,3,0,3,0.0,0.0,0,21,14,0,137.0,4,3,3,2,0,0,0,0,0,1
用户470,10,10,10,10,1,0,0,0.0,0.0,0,11,17,0,178.0,4,0,0,0,0,0,0,0,0,1
用户471,7,7,5,5,0,11,0,0.0,0.0,0,21,14,0,85.0,4,3,2,2,0,0,0,1,0,0
用户472,10,10,10,10,0,0,1,0.0,0.0,1,21,1,0,179.0,4,1,1,0,0,0,0,0,0,1
