用户id,语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,脱网次数,mos质差次数,未接通掉话次数,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,终端品牌类型,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,是否投诉,出现问题地点数,出现问题数
147,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,290.0,290.0,18,12,159.0,290.0,0.0,468.0,1.0,1713417.0,1713417.0,-1,4,0,0,0
148,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,356.0,356.0,11,12,248.0,356.0,0.0,866.0,1.0,8180321.0,8180321.0,-1,5,0,0,0
149,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,233.0,233.0,22,10,25.0,233.0,0.0,82.0,1.0,2110369.0,2110369.0,-1,3,0,0,0
150,10,10,10,10,1,0,0,0,4,-1,0.0,1,10.0,1.0,219.0,219.0,11,12,43.6,219.0,0.0,166.0,1.0,15150937.0,15150937.0,-1,3,0,2,1
151,10,8,8,9,2,0,2,0,4,-1,0.0,1,0.0,1.0,55.0,55.0,22,10,111.0,55.0,0.0,138.0,1.0,19804751.0,19804751.0,-1,4,0,0,0
152,10,9,8,9,1,0,4,0,4,-1,0.0,1,0.0,1.0,505.0,505.0,11,12,59.0,505.0,0.0,618.0,1.0,4040333.0,4040333.0,-1,4,0,3,3
153,10,9,10,9,1,0,0,0,5,-1,0.0,1,0.0,1.0,542.0,542.0,18,12,50.71,542.0,0.0,433.0,1.0,9222951.0,9222951.0,1,3,0,1,1
154,9,8,9,7,1,0,0,0,4,-1,0.0,1,0.0,1.0,718.0,718.0,22,0,60.0,718.0,0.0,563.0,1.0,21296823.0,21296823.0,-1,3,0,2,1
155,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,1.0,321.0,321.0,22,10,89.45,321.0,0.0,220.0,1.0,11021995.0,11021995.0,-1,3,0,2,1
156,10,10,10,10,2,0,3,0,5,-1,0.0,1,0.0,1.0,3108.0,3108.0,11,12,286.45,3108.0,0.0,849.0,1.0,18559603.0,18559603.0,1,4,0,0,0
157,10,10,10,10,2,0,1,0,4,-1,0.0,1,0.0,1.0,409.0,409.0,11,12,139.0,409.0,0.0,317.0,1.0,7660870.0,7660870.0,-1,3,0,0,0
158,6,6,6,5,1,0,0,0,5,-1,0.0,1,0.0,1.0,522.0,522.0,4,12,318.0,522.0,19.0,456.0,1.0,13618262.0,13618262.0,1,6,0,3,2
159,10,10,10,10,1,0,4,1,4,-1,0.0,1,0.0,1.0,281.0,281.0,4,12,44.24,281.0,0.0,426.0,1.0,17665148.0,17665148.0,-1,3,0,3,3
160,1,1,1,1,1,6,6,0,4,-1,0.0,1,0.0,1.0,724.0,724.0,22,0,201.3,724.0,0.0,1888.0,1.0,2633611.0,2633611.0,-1,5,0,2,6
161,10,8,9,9,1,0,2,0,5,-1,0.0,1,0.0,1.0,1098.0,1098.0,22,0,203.0,1098.0,0.0,1121.0,1.0,50444169.0,50444169.0,1,4,0,4,3
162,7,7,7,8,1,0,2,1,4,-1,0.0,1,0.0,1.0,145.0,145.0,22,0,128.0,145.0,0.0,314.0,1.0,11021636.0,11021636.0,-1,4,0,3,5
163,10,10,10,10,2,0,0,1,4,-1,0.0,1,17.0,1.0,1223.0,1223.0,22,10,79.8,1223.0,0.0,321.0,1.0,31840600.0,31840600.0,-1,2,0,0,0
164,10,10,10,10,1,0,0,0,5,-1,0.0,1,5.0,1.0,106.0,106.0,11,12,54.0,106.0,0.0,205.0,1.0,15934324.0,15934324.0,1,1,0,1,1
165,10,10,9,10,2,0,0,0,5,-1,0.0,1,0.0,1.0,124.0,124.0,11,12,59.0,124.0,0.0,156.0,1.0,19665175.0,19665175.0,1,3,0,0,0
166,10,10,10,10,2,6,1,0,4,-1,0.0,1,0.0,1.0,392.0,392.0,22,0,93.0,392.0,0.0,234.0,1.0,7396654.0,7396654.0,-1,4,1,0,0
167,7,5,7,7,2,0,2,0,5,-1,0.0,1,0.0,1.0,800.0,800.0,22,0,141.0,800.0,0.0,501.0,1.0,18625560.0,18625560.0,1,4,0,0,0
168,9,9,9,10,1,0,1,0,4,-1,0.0,1,0.0,1.0,116.0,116.0,22,10,171.79,116.0,0.0,356.0,1.0,2876979.0,2876979.0,-1,4,0,2,3
169,9,9,10,8,1,0,0,0,4,-1,0.0,1,0.0,1.0,332.0,332.0,11,12,34.35,332.0,0.0,531.0,1.0,10946474.0,10946474.0,-1,2,0,3,2
170,1,1,1,1,1,0,30,0,5,-1,0.0,1,0.0,1.0,1608.0,1608.0,22,0,389.0,1608.0,0.0,1195.0,1.0,55281602.0,55281602.0,1,6,0,7,6
171,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,341.0,341.0,11,12,128.0,341.0,0.0,360.0,1.0,3307232.0,3307232.0,-1,4,0,0,0
172,10,10,10,10,2,0,10,3,5,-1,0.0,1,0.0,1.0,1474.0,1474.0,11,12,89.0,1474.0,0.0,808.0,1.0,1272603.0,1272603.0,1,4,0,0,0
173,10,10,10,10,2,7,5,10,5,-1,0.0,1,0.0,1.0,298.0,298.0,11,12,0.0,298.0,0.0,0.0,1.0,69825692.0,69825692.0,1,4,0,0,0
174,8,7,8,7,1,0,0,0,4,-1,0.0,1,0.0,1.0,160.0,160.0,14,12,40.16,160.0,0.0,252.0,0.999988706945229,4604600.0,4604548.0,-1,3,0,2,3
175,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,484.0,484.0,11,12,88.0,484.0,0.0,403.0,0.999836580326606,257007.0,256965.0,-1,3,0,0,0
176,10,8,7,8,1,0,0,0,4,-1,0.0,1,0.0,1.0,195.0,195.0,11,12,48.0,195.0,0.0,301.0,0.997886880466472,428750.0,427844.0,-1,3,0,1,1
177,7,9,8,10,1,0,0,0,2,-1,0.0,-1,0.0,1.0,541.0,541.0,14,12,10.66,541.0,0.0,229.0,0.0,0.0,0.0,-1,2,0,2,2
178,10,10,10,10,2,0,0,0,2,-1,0.0,-1,0.0,1.0,3.0,3.0,14,12,18.0,3.0,0.0,45.0,0.0,0.0,0.0,-1,-1,0,0,0
179,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,1.0,235.0,235.0,11,12,18.0,235.0,0.0,277.0,0.0,0.0,0.0,-1,3,0,0,0
180,10,10,10,10,2,0,0,0,2,-1,0.0,-1,0.0,1.0,122.0,122.0,14,12,19.2,122.0,0.0,238.0,0.0,0.0,0.0,-1,3,0,0,0
181,9,9,9,9,1,14,2,0,4,-1,0.0,1,0.0,1.0,131.0,131.0,24,12,71.0,131.0,0.0,329.0,1.0,4026425.0,4026425.0,-1,3,0,1,1
182,6,5,6,6,1,0,0,0,2,-1,0.0,1,0.0,1.0,698.0,698.0,11,12,78.0,698.0,0.0,660.0,1.0,1167060.0,1167060.0,-1,2,0,2,3
183,9,7,9,8,1,0,0,0,5,-1,0.0,1,0.0,1.0,63.0,63.0,11,12,9.0,63.0,0.0,147.0,1.0,9956409.0,9956409.0,1,3,0,2,2
184,10,8,8,9,1,0,0,0,4,-1,0.14,1,0.29,1.0,240.0,240.0,11,12,9.29,240.0,0.0,85.0,1.0,1066.0,1066.0,-1,3,0,2,1
185,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,1.0,74.0,74.0,11,12,49.19,74.0,0.0,121.0,1.0,38259917.0,38259917.0,-1,3,0,1,4
186,5,4,5,4,1,0,0,0,4,-1,0.0,1,0.0,0.998363338788871,611.0,610.0,22,0,123.9,611.0,0.0,594.0,1.0,20011684.0,20011684.0,-1,4,0,4,4
187,8,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.998087954110899,523.0,522.0,11,12,175.0,523.0,0.0,479.0,1.0,47111855.0,47111855.0,1,4,0,4,5
188,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.994764397905759,191.0,190.0,11,12,34.0,191.0,0.0,88.0,1.0,5439428.0,5439428.0,-1,3,0,0,0
189,10,9,10,9,2,0,4,0,5,-1,0.0,1,0.0,0.99275887038378,1381.0,1371.0,22,0,316.0,1381.0,0.0,1864.0,1.0,26185060.0,26185060.0,1,6,0,0,0
190,8,7,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.99163179916318,239.0,237.0,17,12,25.0,239.0,0.0,214.0,1.0,33877052.0,33877052.0,-1,2,0,1,1
191,8,8,8,6,1,0,0,0,5,-1,0.0,1,0.0,0.990909090909091,110.0,109.0,22,0,91.0,110.0,0.0,203.0,1.0,8208721.0,8208721.0,1,4,0,1,4
192,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.98972602739726,584.0,578.0,17,12,132.0,584.0,0.0,536.0,1.0,826753.0,826753.0,1,4,0,1,1
193,10,10,10,9,1,0,0,0,4,-1,38.66,1,10.0,0.989583333333333,288.0,285.0,11,12,19.05,288.0,0.0,134.0,1.0,7575087.0,7575087.0,-1,3,0,2,2
194,3,2,4,1,1,0,0,0,4,-1,0.0,1,0.0,0.987234042553191,235.0,232.0,22,10,119.3,235.0,0.0,533.0,1.0,676500.0,676500.0,-1,3,0,3,5
195,9,9,9,9,2,0,0,0,4,-1,0.0,1,0.0,0.984615384615385,325.0,320.0,11,12,28.0,325.0,0.0,125.0,1.0,616949.0,616949.0,-1,3,0,0,0
196,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.982142857142857,168.0,165.0,11,12,48.0,168.0,0.0,163.0,0.893894430838358,39022570.0,34882058.0,-1,3,0,0,0
197,5,5,5,4,1,0,0,0,4,-1,0.0,1,0.0,0.981693363844394,437.0,429.0,11,12,60.0,437.0,0.0,554.0,0.915179318097145,3126985.0,2861752.0,-1,3,0,3,5
198,8,8,8,8,1,0,0,1,5,-1,0.0,1,0.0,0.981481481481482,594.0,583.0,18,12,116.05,594.0,0.0,529.0,0.990584424427313,48868919.0,48408790.0,1,4,0,2,4
199,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.980113636363636,352.0,345.0,11,12,78.78,352.0,0.0,628.0,1.0,42931089.0,42931089.0,-1,3,0,0,0
200,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.979166666666667,48.0,47.0,17,12,29.0,48.0,0.0,96.0,0.997756817280965,792178.0,790401.0,1,2,0,1,2
201,9,9,9,5,1,7,2,0,4,-1,0.0,1,0.0,0.977142857142857,175.0,171.0,11,12,49.59,175.0,0.0,215.0,1.0,6405443.0,6405443.0,-1,3,0,1,2
202,8,10,8,7,1,0,0,0,5,-1,0.0,1,0.0,0.9734375,640.0,623.0,11,12,272.29,640.0,0.0,1780.0,0.997766984755603,38111249.0,38026146.0,1,4,0,2,1
203,8,7,10,7,1,0,0,0,5,-1,0.0,1,0.0,0.968253968253968,126.0,122.0,17,12,57.0,126.0,0.0,152.0,1.0,5806231.0,5806231.0,1,3,0,5,4
204,10,10,10,9,2,7,8,0,4,-1,0.0,1,0.0,0.966355140186916,535.0,517.0,18,12,98.0,535.0,0.0,503.0,1.0,26531176.0,26531176.0,-1,4,0,0,0
205,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.96611909650924,974.0,941.0,22,0,159.47,974.0,0.0,540.0,1.0,5380111.0,5380111.0,1,4,0,0,0
206,6,5,4,4,1,0,0,0,5,-1,0.0,1,0.0,0.963963963963964,111.0,107.0,22,0,87.0,111.0,0.0,258.0,1.0,22371042.0,22371042.0,1,3,0,1,2
207,8,8,8,8,1,0,0,0,5,-1,0.0,1,0.0,0.963636363636364,220.0,212.0,11,12,158.0,220.0,0.0,337.0,1.0,55226570.0,55226570.0,1,4,0,2,1
208,4,4,4,4,1,6,3,1,4,-1,0.0,1,0.0,0.959409594095941,271.0,260.0,17,12,59.0,271.0,0.0,255.0,0.886103330875723,7082762.0,6276059.0,-1,2,0,6,6
209,10,5,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.956375838926175,298.0,285.0,22,10,41.98,298.0,0.0,275.0,0.935456997094641,3538633.0,3310239.0,-1,3,0,1,4
210,7,4,8,4,1,0,0,0,4,-1,0.0,1,0.0,0.955493741307371,719.0,687.0,11,12,57.5,719.0,0.0,545.0,0.999972405483031,869738.0,869714.0,-1,3,0,7,4
211,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.954819277108434,332.0,317.0,11,12,59.0,332.0,0.0,1881.0,1.0,119037.0,119037.0,-1,4,0,0,0
212,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.953846153846154,130.0,124.0,22,0,95.0,130.0,0.0,155.0,0.822950207524841,4745456.0,3905274.0,1,3,0,0,0
213,10,10,10,9,2,0,2,0,4,-1,0.0,1,0.0,0.953722334004024,497.0,474.0,11,12,168.0,497.0,0.0,378.0,1.0,66831346.0,66831346.0,-1,5,0,0,0
214,1,1,1,1,1,0,0,0,5,-1,0.0,1,0.0,0.948051948051948,3234.0,3066.0,11,12,130.1,3234.0,0.0,3079.0,0.957533307616812,22276211.0,21330214.0,1,4,0,2,3
215,8,8,8,7,2,0,0,0,4,-1,0.0,1,0.0,0.946564885496183,262.0,248.0,22,0,73.45,262.0,0.0,152.0,0.930066678291774,120429.0,112007.0,-1,4,0,0,0
216,10,10,10,10,2,0,2,0,4,-1,0.0,1,0.0,0.938271604938272,81.0,76.0,11,12,38.0,81.0,0.0,169.0,0.512240484169828,2168991.0,1111045.0,-1,3,0,0,0
217,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.935361216730038,263.0,246.0,11,12,90.0,263.0,0.0,168.0,0.555574461159464,1622094.0,901194.0,1,3,0,0,0
218,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.933333333333333,75.0,70.0,11,12,64.0,75.0,0.0,160.0,1.0,55370770.0,55370770.0,-1,3,0,0,0
219,10,6,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.930555555555556,72.0,67.0,24,12,114.0,72.0,0.0,121.0,1.0,8235746.0,8235746.0,-1,4,0,0,0
220,6,6,7,6,1,0,0,0,5,-1,79.02,1,20.0,0.919642857142857,112.0,103.0,11,12,61.04,112.0,0.0,120.0,1.0,5001637.0,5001637.0,1,3,0,2,2
221,9,9,9,9,1,0,5,0,4,-1,0.0,1,0.0,0.895652173913044,920.0,824.0,11,12,124.6,920.0,0.0,1258.0,0.844412904667418,3651826.0,3083649.0,-1,4,0,2,4
222,10,10,10,10,1,24,0,0,5,-1,0.0,1,0.0,0.893229166666667,384.0,343.0,22,0,128.0,384.0,0.0,130.0,0.780064844102967,44736836.0,34897633.0,1,4,0,2,4
223,10,10,10,10,1,0,1,0,5,-1,0.0,1,0.0,0.887987012987013,616.0,547.0,11,12,91.84,616.0,0.0,907.0,0.841742466718659,16076726.0,13532463.0,1,3,0,3,1
224,4,6,6,5,1,17,2,0,5,-1,1176.64,1,18.0,0.885906040268456,298.0,264.0,22,0,144.96,298.0,0.0,98.0,0.232567474046558,29373368.0,6831290.0,1,4,0,2,3
225,7,6,7,7,1,0,0,0,4,-1,0.0,1,0.0,0.883534136546185,249.0,220.0,17,12,19.0,249.0,0.0,329.0,0.893950324641863,116436.0,104088.0,-1,3,0,4,4
226,10,9,8,6,1,0,0,0,5,-1,0.0,1,0.0,0.875,1328.0,1162.0,18,12,314.1,1328.0,0.0,1211.0,0.938397987074291,7276970.0,6828694.0,1,5,0,1,1
227,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.875,184.0,161.0,22,0,10.0,184.0,0.0,75.0,0.0,0.0,0.0,-1,3,0,0,0
228,10,10,10,10,1,0,1,0,4,-1,0.0,1,0.0,0.869731800766284,522.0,454.0,11,12,99.1,522.0,0.0,431.0,0.975257071976556,77837150.0,75911231.0,-1,3,0,7,3
229,10,10,10,10,2,0,2,2,5,-1,0.0,1,0.0,0.86626746506986,1002.0,868.0,22,0,186.57,1002.0,0.0,163.0,0.789103784178883,27031201.0,21330423.0,1,3,0,0,0
230,8,8,9,8,2,0,0,0,4,-1,0.0,1,60.0,0.855172413793103,145.0,124.0,18,12,278.9,145.0,0.0,349.0,0.952401459066921,133921479.0,127547012.0,-1,5,0,0,0
231,9,9,9,9,2,0,0,0,5,-1,178.93,1,5.0,0.841784989858012,493.0,415.0,11,12,133.0,493.0,0.0,739.0,0.853802146865002,70425015.0,60129029.0,1,4,0,0,0
232,10,10,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.831034482758621,290.0,241.0,11,12,65.76,290.0,0.0,172.0,0.694451620484299,13548172.0,9408550.0,-1,3,0,3,2
233,10,10,10,10,1,0,14,1,4,-1,0.0,1,0.0,0.826494724501759,1706.0,1410.0,11,12,192.1,1706.0,9.0,994.0,0.903957514737627,43036100.0,38902806.0,-1,4,0,3,1
234,10,10,10,10,2,0,0,0,5,-1,68.99,1,10.0,0.824242424242424,165.0,136.0,11,12,52.8,165.0,0.0,127.0,0.787099954864815,13924835.0,10960237.0,1,3,0,0,0
235,10,10,10,10,2,0,4,0,4,-1,0.0,1,0.0,0.816399286987522,561.0,458.0,17,12,193.4,561.0,0.0,296.0,0.99206905743065,40199005.0,39880189.0,-1,4,0,0,0
236,10,9,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.792,250.0,198.0,22,0,111.0,250.0,0.0,312.0,1.0,39525607.0,39525607.0,-1,4,0,0,0
237,7,9,7,7,1,0,0,0,5,-1,0.0,1,0.0,0.769230769230769,247.0,190.0,14,12,96.36,247.0,0.0,402.0,0.614992365259092,4951707.0,3045262.0,1,3,0,1,2
238,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.766016713091922,1077.0,825.0,11,12,198.3,1077.0,0.0,763.0,0.992778300265921,61308143.0,60865394.0,1,4,0,0,0
239,10,10,10,10,2,0,10,1,5,-1,2439.33,1,48.0,0.737779461917393,2639.0,1947.0,11,12,287.0,2639.0,0.0,1818.0,0.924109851046795,117556786.0,108635384.0,1,4,0,0,0
240,6,5,8,8,1,0,0,0,4,-1,0.0,1,0.0,0.737637362637363,728.0,537.0,22,0,157.9,728.0,0.0,330.0,0.600621281531933,11763749.0,7065558.0,-1,4,0,1,4
241,8,7,7,8,1,0,4,0,4,-1,0.0,1,0.0,0.729032258064516,620.0,452.0,22,10,125.0,620.0,0.0,278.0,0.851131520989435,37976273.0,32322803.0,-1,4,0,1,3
242,6,7,7,8,1,0,0,0,4,-1,0.0,1,0.0,0.728764478764479,1036.0,755.0,11,12,128.0,1036.0,0.0,1146.0,0.578629444174546,37540886.0,21722262.0,-1,4,0,4,2
243,8,8,8,8,1,0,4,0,4,-1,0.0,1,0.0,0.719602977667494,403.0,290.0,11,12,70.0,403.0,0.0,531.0,0.656908169418102,2671757.0,1755099.0,-1,3,0,4,3
244,10,10,10,10,2,0,6,0,5,-1,0.0,1,0.0,0.715859030837004,454.0,325.0,22,0,60.3,454.0,0.0,503.0,0.944172123293928,19518009.0,18428360.0,1,3,0,0,0
245,4,6,5,4,1,0,8,2,5,-1,0.0,1,0.0,0.712792127921279,4878.0,3477.0,22,0,628.25,4878.0,0.0,3314.0,0.708732604862046,21711311.0,15387514.0,1,7,0,5,4
246,10,8,10,10,1,0,0,0,4,-1,0.0,1,0.0,0.707882534775889,647.0,458.0,11,12,134.3,647.0,0.0,285.0,0.749987430031482,16447933.0,12335743.0,-1,4,0,1,1
247,6,7,7,7,1,0,0,0,4,-1,0.0,1,0.0,0.705882352941177,102.0,72.0,22,0,25.0,102.0,0.0,15.0,0.491112054560156,29242585.0,14361386.0,-1,1,0,1,5
248,10,10,9,10,1,78,6,2,4,-1,0.0,1,0.0,0.705790297339593,639.0,451.0,18,12,140.0,639.0,0.0,577.0,0.990658162912981,11541413.0,11433595.0,-1,4,0,1,1
249,10,10,10,10,1,0,6,4,4,-1,0.0,1,0.0,0.702063789868668,2665.0,1871.0,11,12,175.0,2665.0,0.0,2722.0,0.826274525432303,15256306.0,12605897.0,-1,4,0,1,1
250,9,9,9,9,2,0,0,0,5,-1,0.0,1,0.0,0.701754385964912,171.0,120.0,14,12,29.0,171.0,0.0,335.0,0.855995255673179,4492102.0,3845218.0,1,2,0,0,0
251,10,10,10,10,2,0,0,0,4,-1,0.0,1,0.0,0.692934782608696,368.0,255.0,11,12,143.0,368.0,0.0,382.0,0.897738321668107,30820519.0,27668761.0,-1,4,0,0,0
252,10,10,10,10,2,0,0,0,5,-1,0.0,1,0.0,0.689795918367347,980.0,676.0,11,12,55.0,980.0,0.0,225.0,0.845131112196122,28642835.0,24206951.0,1,3,0,0,0
253,6,5,5,6,1,0,0,0,4,-1,0.0,1,0.0,0.674285714285714,175.0,118.0,22,0,69.0,175.0,0.0,163.0,0.731844585449098,7195980.0,5266339.0,-1,2,0,1,1
254,8,8,8,7,2,0,6,0,5,-1,0.0,1,0.0,0.669889502762431,724.0,485.0,17,12,49.0,724.0,0.0,483.0,0.300390850179781,4340282.0,1303781.0,1,3,0,0,0
255,10,9,10,10,2,0,27,2,5,-1,0.0,1,0.0,0.663787375415282,1505.0,999.0,22,0,198.0,1505.0,0.0,1202.0,0.442276581564308,15154300.0,6702392.0,1,4,0,0,0
256,10,9,10,8,1,0,0,0,5,-1,0.0,1,0.0,0.663282571912014,591.0,392.0,11,12,71.0,591.0,0.0,447.0,0.872563375449679,14271023.0,12452372.0,1,3,0,1,2
257,10,10,10,10,2,375,2,0,5,-1,0.0,1,0.0,0.653225806451613,124.0,81.0,18,0,98.0,124.0,0.0,39.0,0.517190151930464,28023807.0,14493637.0,1,3,0,0,0
258,10,9,10,10,2,7,3,0,4,-1,0.0,1,0.0,0.646525679758308,331.0,214.0,11,12,93.0,331.0,0.0,241.0,0.0582065924848026,18769008.0,1092480.0,-1,4,0,0,0
259,10,10,10,10,2,12,4,0,4,-1,0.0,1,0.0,0.617647058823529,204.0,126.0,11,12,11.0,204.0,0.0,97.0,0.621364902506964,71800.0,44614.0,-1,3,0,0,0
260,10,10,10,10,2,0,15,6,4,-1,0.0,1,0.0,0.604026845637584,1490.0,900.0,11,12,130.0,1490.0,0.0,1836.0,0.812484695949192,5807286.0,4718331.0,-1,4,0,0,0
261,2,1,1,1,1,6,0,0,4,-1,0.0,1,0.0,0.591836734693878,294.0,174.0,22,10,408.1,294.0,0.0,199.0,0.607791886815654,40906010.0,24862341.0,-1,7,0,2,4
262,10,8,9,9,1,0,6,0,4,-1,0.0,1,0.0,0.589225589225589,297.0,175.0,11,12,10.55,297.0,0.0,210.0,0.605961517993354,338236.0,204958.0,-1,3,0,3,3
263,10,10,10,10,2,0,11,2,4,-1,0.0,1,0.0,0.588842975206612,484.0,285.0,22,0,48.0,484.0,0.0,161.0,0.562962132663428,7279836.0,4098272.0,-1,3,0,0,0
264,10,10,10,10,2,6,2,1,4,-1,0.0,1,0.0,0.580645161290323,124.0,72.0,22,0,58.0,124.0,0.0,174.0,0.511034871055753,4124108.0,2107563.0,-1,3,0,0,0
265,9,9,9,8,1,0,13,0,5,-1,104.21,1,26.37,0.573342736248237,1418.0,813.0,22,0,120.74,1418.0,0.0,432.0,0.537387028361344,15315459.0,8230329.0,1,3,0,2,1
266,10,10,10,10,1,0,1,0,5,-1,0.0,1,0.0,0.564969062351261,2101.0,1187.0,11,12,149.6,2101.0,0.0,1188.0,0.400597973009162,28286561.0,11331539.0,1,4,0,2,4
267,7,8,8,7,1,20,11,0,4,-1,0.0,1,0.0,0.557413600891862,897.0,500.0,22,0,195.38,897.0,0.0,418.0,0.288924656008236,19524450.0,5641095.0,-1,3,0,2,2
268,9,8,8,8,2,55,2,0,4,-1,0.0,1,0.0,0.544843049327354,446.0,243.0,14,12,21.8,446.0,0.0,397.0,0.937128853276934,11325036.0,10613018.0,-1,3,0,0,0
269,10,10,10,10,2,0,2,2,5,-1,0.0,1,0.0,0.542553191489362,752.0,408.0,11,12,110.35,752.0,0.0,538.0,0.311101571753225,24187512.0,7524773.0,1,3,1,0,0
270,8,8,10,10,2,0,8,1,4,-1,0.0,1,10.0,0.53968253968254,63.0,34.0,11,12,62.9,63.0,0.0,151.0,0.594540234275445,21337106.0,12685768.0,-1,2,0,0,0
271,10,10,9,10,2,0,0,0,5,-1,0.0,1,0.0,0.532710280373832,214.0,114.0,11,12,66.0,214.0,0.0,275.0,0.128453312864134,22411559.0,2878839.0,1,3,0,0,0
272,9,9,9,9,2,0,0,3,5,-1,0.0,1,0.0,0.525951557093426,578.0,304.0,11,12,95.0,578.0,0.0,430.0,0.400399592689569,15030305.0,6018128.0,1,3,0,0,0
273,10,10,10,10,1,6,5,8,4,-1,0.0,1,0.0,0.513793103448276,290.0,149.0,22,0,65.0,290.0,0.0,278.0,1.0,9032208.0,9032208.0,-1,3,0,1,4
274,10,10,10,8,2,0,0,0,4,-1,0.0,1,0.0,0.503875968992248,129.0,65.0,11,12,0.0,129.0,0.0,0.0,0.745405452670868,31689901.0,23621825.0,-1,4,0,0,0
275,10,8,10,10,1,0,11,4,4,-1,0.0,1,0.0,0.500751879699248,665.0,333.0,22,0,125.0,665.0,0.0,545.0,0.697568286836213,15491712.0,10806527.0,-1,4,0,3,3
276,10,8,9,8,1,0,0,0,4,-1,0.0,1,0.0,0.5,658.0,329.0,22,0,111.0,658.0,0.0,406.0,0.242621615951885,25350334.0,6150539.0,-1,4,0,1,1
277,10,10,10,10,1,0,3,0,4,-1,0.0,1,0.0,0.5,222.0,111.0,22,0,24.13,222.0,0.0,123.0,0.718375007953172,157170.0,112907.0,-1,3,0,2,1
278,9,8,9,9,2,0,6,0,4,-1,0.0,1,0.0,0.489021956087824,501.0,245.0,22,10,60.0,501.0,0.0,249.0,0.271055796230024,3796045.0,1028940.0,-1,3,0,0,0
279,7,6,9,6,1,0,15,0,5,-1,0.0,1,0.0,0.488372093023256,258.0,126.0,22,0,93.0,258.0,0.0,450.0,0.411235802309989,9239091.0,3799445.0,1,4,0,1,1
280,7,3,8,4,1,8,1,0,5,-1,0.0,1,0.0,0.476694915254237,472.0,225.0,11,12,128.0,472.0,0.0,467.0,0.460309123312729,49243067.0,22667033.0,1,4,0,2,3
281,10,10,10,10,1,0,0,0,4,-1,0.0,1,10.0,0.473856209150327,612.0,290.0,11,12,54.09,612.0,0.0,1013.0,0.120688771850729,975940.0,117785.0,-1,3,0,1,1
282,10,8,10,10,2,0,3,4,5,-1,0.0,1,0.0,0.466960352422908,681.0,318.0,11,12,171.29,681.0,0.0,1328.0,0.116544921958871,37888163.0,4415673.0,1,5,0,0,0
283,7,7,8,8,1,0,2,0,4,-1,0.0,1,0.0,0.44711014176663,917.0,410.0,22,0,59.0,917.0,0.0,349.0,0.28068694625297,11785842.0,3308132.0,-1,3,0,2,3
284,8,5,8,7,2,0,2,0,5,-1,0.0,1,0.0,0.439716312056738,141.0,62.0,22,0,39.33,141.0,0.0,210.0,0.128210375896695,17590152.0,2255240.0,1,3,0,0,0
285,10,10,10,10,2,0,10,0,5,-1,0.0,1,0.0,0.428571428571429,469.0,201.0,22,0,94.84,469.0,0.0,536.0,0.273193443263026,3052921.0,834038.0,1,3,0,0,0
286,8,6,7,7,1,0,9,3,4,-1,0.0,1,0.0,0.413557213930348,1608.0,665.0,22,10,174.1,1608.0,0.0,899.0,0.553982833306594,23685400.0,13121305.0,-1,4,0,5,3
287,6,6,8,5,1,16,16,0,5,-1,0.0,1,0.0,0.413551401869159,3852.0,1593.0,2,12,214.02,3852.0,0.0,3327.0,0.432018673096886,12306475.0,5316627.0,1,5,0,4,4
